article,sentiment
"Le périlleux déploiement dans l’espace du télescope James Webb, qui s’est terminé samedi par son miroir principal, est « 100% réussi », s’est félicité la Nasa, célébrant une prouesse qui rapproche un peu plus l’observatoire du début de son exploration du cosmos, dans cinq mois et demi. La première de ces deux ailes a été déployée vendredi, et la seconde s’est ouverte samedi matin, comme prévu. Le patron de la Nasa, Bill Nelson, s’est ensuite exprimé par liaison vidéo: « Quelle journée formidable », a-t-il déclaré, visiblement très ému. » Le déploiement dans l’espace d’un objet d’une telle envergure, non seulement de ses miroirs mais aussi de son bouclier thermique plus tôt cette semaine, n’avait jamais été tenté par le passé. « Nous pouvons confirmer que les déploiements qui viennent d’avoir lieu ont réussi à 100% », a déclaré lors d’une conférence de presse samedi John Durning, chef de projet adjoint pour James Webb.",0.0
"Quinze jeunes entrepreneurs africains ont été sélectionnés comme finalistes parmi plus de 800 candidats pour la septième édition consécutive du Prix Anzisha, récompense prestigieuse décernée aux plus jeunes entrepreneurs africains. Sélectionnés parmi 14 pays, environ la moitié des candidats sont de jeunes femmes représentant des secteurs aussi divers que les énergies renouvelables, l’agriculture, le recyclage des déchets et l’émancipation des jeunes. », déclare Melissa Mbazo, responsable du Prix Anzisha. « La réussite de ces entreprises ayant à leur tête des femmes sera accélérée grâce à l’accompagnement pratique et financier fourni par le Prix Anzisha. « Plus le groupe des lauréats du Prix Anzisha augmente, plus son impact et son influence sur les communautés et les économies locales s’intensifie.",0.0
Adobe Inc surpassed Wall Street estimates for quarterly results and forecast on Thursday as the Photoshop maker's efforts to drive up demand with generative artificial intelligence (AI) integrations paid off.,-0.6
"Applied Materials Inc said on Friday Dan Durn, its finance head of four years, was leaving the semiconductor firm this month to take on the role of chief financial officer at software company Adobe Inc .",-0.1
