article,sentiment
"La faillite du groupe touristique britannique Thomas Cook, dont les conséquences financières étaient très lourdes sur les hôteliers tunisiens, a suscité l’intérêt de plusieurs tours opérateurs mondiaux, lesquels ont exprimé leur volonté de programmer la destination Tunisienne, a indiqué le Ministre du Tourisme et de l’Artisanat René Trabelsi. Le ministre a mis l’accent sur l’importance de cibler de nouveaux marchés porteurs, tels que les marchés coréen et japonais ainsi que ceux des pays asiatiques, tout en renforçant les marchés traditionnels. Il a fait remarquer que les procédures judiciaires lancées par les hôteliers tunisiens ayant subi des dégâts suite à la faillite du tour opérateur Thomas Cook, se poursuivent, soulignant que plusieurs compagnies internationales œuvrent à acquérir des parts du capital du tour opérateur Thomas Cook. Le tour opérateur Thomas Cook qui avait annoncé fin septembre 2019 sa faillite, s’est trouvé dans l’impossibilité d’assurer le retour de dizaines de milliers des voyageurs à partir de plusieurs destinations dans le monde, et dans l’obligation de licencier 22 mille agents travaillant dans ses différentes agences dans le monde. Selon la Fédération Tunisienne de l’Hôtellerie (FTH), 40 hôtels tunisiens opérant avec ce tour opérateur ont perdu plus de 70 millions d’euros, soit près de 220 millions de dinars, représentant entre 60% et 70% du chiffre d’affaires des hôtels ayant subi des dégâts.",0.0
"En tout cas, un collectif d’avocats a été commis pur assurer le suivi du dossier et de défendre les droits des professionnels tunisiens. Il est à rappeler que la Tunisie accueille en moyenne 150 mille touristes par ans à travers le T.O britannique Thomas Cook venant d’une dizaine de pays européens, entre autres la Grande-Bretagne, l’Allemagne, la France et l’Italie. La faillite touche de plein fouet une quarantaine d’hôtels a-t-il ajouté, tout en estimant « ce sont des hôtels de qualité, je ne pense pas qu’il y ait de faillite ». « Pendant trois ans, Thomas Cook avait quasiment quitté le pays, on a appris à rebondir ». Cette année, Thomas Cook a organisé le séjour de 230.000 vacanciers, dont quasiment la moitié de Britanniques, selon le ministère tunisien du Tourisme.",0.0
"Après l’annonce de la faillite du tour-opérateur britannique Thomas Cook, le Maroc fait ses comptes et dresse une première estimation des pertes. Avec 102 000 clients annuels envoyés par le voyagiste vers le Maroc, le chiffre d’affaires potentiel perdu serait de 800 millions de dirhams, rapporte le site Telquel.ma. Il précise : « L’opérateur envoyait 102 000 clients par an vers le Maroc. Le chiffre d’affaires potentiel de ces 102 000 clients est estimé à 800 millions de dirhams, 700 millions concernant les hôteliers et 100 millions sur le reste des activités touristiques terrestres, c’est-à-dire les randonnées, excursions, dépenses sur place, etc. Nous avons 1200 ou 1300 touristes de Thomas Cook au Maroc.",0.0
"Apple's smartphone shipments in China rose nearly 40% in May from a year earlier, extending a rebound seen in April, data from a research firm affiliated with the Chinese government showed on Friday.",0.09999999999999999
"Nvidia cemented its status as the world's most valuable company after its shares gained 2.5% to hit another record, as partners Dell and Super Micro Computer received server orders for Elon Musk's AI startup.",0.41666666666666663
"U.S. Republican presidential candidate Donald Trump and Jeff Zients, U.S. President Joe Biden's White House chief of staff, on Thursday met with top American business leaders in Washington as they seek to curry favor with corporate America months ahead of elections, two sources said.",0.125
"Nicolas Cage is creepier than ever in the new horror thriller ""Longlegs."" Is there an end credits scene at the conclusion of the movie to suggest the story will continue?",0.13636363636363635
"""Longlegs""—a horror thriller starring Nicolas Cage and Maika Monroe—is new in theaters. How soon will it begin streaming?",0.13636363636363635
Shelley Duvall—who died Thursday at age 75—discussed her work with Stanley Kubrick on “The Shining” in a 2001 interview and cleared up some rumors in the process.,0.0
