article,sentiment
"South Korean President Yoon Suk Yeol on Monday nominated former chief economic advisor Choi Sang-mok to be the country’s next finance minister, with the incumbent widely expected to step down to run for election.",-0.011111111111111117
"South Korean President Yoon Suk Yeol is likely to announce a major cabinet reshuffle as early as Monday, with as many as 10 ministers including the finance minister set to be replaced, Yonhap news agency reported.",0.165625
"An apparently random stabbing attack in a commuter town near Seoul, the second such rampage in South Korea in less than two weeks, has sparked fear in a country that has long been considered safe with a low murder rate and strict firearm curbs.",-0.07962962962962965
