article,sentiment
"À sa tête, Mark Zuckerberg vient d’annoncer le licenciement de 10 000 personnes.
Cela intervient quatre mois après une première vague d’ampleur où 11 000 employés avaient déjà été licenciés, à la fin de l’année 2022.
En 2022, Mark Zuckerberg évoquait des erreurs de calcul qui l’avaient incité à augmenter drastiquement les investissements de la firme qui règne sur Facebook, Instagram, WhatsApp tout en voulant pousser le fameux métavers.
Pour ces 10 000 nouveaux licenciements, l’homme d’affaires opte pour un discours qui a de quoi faire grincer quelques dents en désignant l’année 2023 comme « Année de l’efficacité ».
Nous soutiendrons les gens de la même manière que par le passé et nous traiterons chacun avec la gratitude qu’il mérite », écrit l’homme d’affaires dans un très long post Facebook.",-0.275
"La fortune du fondateur de Facebook, estimée à 125 milliards de dollars, serait tombée à 55 milliards de dollars en neuf mois.
Selon le magasine masculin GQ, Mark Zuckerberg dégringole à la 20ème place du classement des plus grosses fortunes du monde.
Une année compliquée pour le chef d’entreprise qui a dû faire face à de nombreux bouleversements au sein de sa société.
Par conséquent, la politique de recrutement a dû être changée, et plusieurs embauches, à commencer par celles des ingénieurs, ont dû être gelées.
Mais pour Mark Zuckerberg, rien n’est perdu: Pour lui, un milliard d’utilisateurs seront dans laméta verse d’ici 2030.",0.0
"Le fondateur de Facebook, Mark Zuckerberg, a annoncé qu’il allait verser une somme de 3 milliards de dollars durant la prochaine décennie afin de trouver des traitements contre toutes les maladies.
Selon lui, ce don permettra, à défaut de soigner toutes les maladies, de rendre plus gérables les plus graves, rapportent ce jeudi 22 septembre 2016 les médias français.
On rappelle qu’à la naissance de sa fille, Zuckerberg avait indiqué vouloir financer des œuvres caritatives à hauteur de 99% de leur fortune personnelle, tout au long de sa vie, un pactole qui s’élève tout de même à 45 milliards de dollars.",-0.05
